,Tool,auROC value
2349,ExplaiNN,0.857
2350,Dimont,0.832
2351,ChIPMunk,0.804
2352,ProBound,0.819
2353,MEME,0.781
2354,Autoseed,0.648
2355,Homer,0.779
2356,STREME,0.796
2357,DimontHTS,0.706
2358,ExplaiNN,0.791
2359,Dimont,0.83
2360,ChIPMunk,0.917
2361,ProBound,0.788
2362,MEME,0.782
2363,Autoseed,0.918
2364,Homer,0.781
2365,STREME,0.793
2366,DimontHTS,0.816
2367,ExplaiNN,0.804
2368,Dimont,0.959
2369,ChIPMunk,0.929
2370,ProBound,0.896
2371,MEME,0.896
2372,Autoseed,0.924
2373,Homer,0.87
2374,STREME,0.889
2375,DimontHTS,0.814
2376,ExplaiNN,0.885
2377,Dimont,0.973
2378,ChIPMunk,0.948
2379,ProBound,0.885
2380,MEME,0.905
2381,Autoseed,0.854
2382,Homer,0.874
2383,STREME,0.899
2384,DimontHTS,0.803
2385,ExplaiNN,0.903
2386,Dimont,0.954
2387,ChIPMunk,0.965
2388,ProBound,0.843
2389,MEME,0.953
2390,Autoseed,0.873
2391,Homer,0.948
2392,STREME,0.947
2393,DimontHTS,0.847
2394,ExplaiNN,0.944
2395,Dimont,0.965
2396,ChIPMunk,0.942
2397,ProBound,0.826
2398,MEME,0.97
2399,Autoseed,0.671
2400,Homer,0.96
2401,STREME,0.964
2402,DimontHTS,0.877
2403,ExplaiNN,0.958
2404,Dimont,0.946
2405,ChIPMunk,0.947
2406,ProBound,0.626
2407,MEME,0.945
2408,Autoseed,0.701
2409,Homer,0.94
2410,STREME,0.936
2411,DimontHTS,0.746
2412,ExplaiNN,0.945
2413,Dimont,0.953
2414,ChIPMunk,0.941
2415,ProBound,0.884
2416,MEME,0.949
2417,Autoseed,0.872
2418,Homer,0.944
2419,STREME,0.942
2420,DimontHTS,0.746
2421,ExplaiNN,0.949
2422,Dimont,0.945
2423,ChIPMunk,0.942
2424,ProBound,0.893
2425,MEME,0.941
2426,Autoseed,0.862
2427,Homer,0.935
2428,STREME,0.934
2429,DimontHTS,0.788
2430,ExplaiNN,0.944
2431,Dimont,0.944
2432,ChIPMunk,0.95
2433,ProBound,0.854
2434,MEME,0.947
2435,Autoseed,0.904
2436,Homer,0.935
2437,STREME,0.937
2438,DimontHTS,0.763
2439,ExplaiNN,0.941
2440,Dimont,0.956
2441,ChIPMunk,0.954
2442,ProBound,0.869
2443,MEME,0.954
2444,Autoseed,0.941
2445,Homer,0.945
2446,STREME,0.945
2447,DimontHTS,0.82
2448,ExplaiNN,0.953
2449,Dimont,0.961
2450,ChIPMunk,0.952
2451,ProBound,0.815
2452,MEME,0.959
2453,Autoseed,0.796
2454,Homer,0.953
2455,STREME,0.952
2456,DimontHTS,0.823
2457,ExplaiNN,0.951
2458,Dimont,0.958
2459,ChIPMunk,0.932
2460,ProBound,0.72
2461,MEME,0.957
2462,Autoseed,0.745
2463,Homer,0.948
2464,STREME,0.949
2465,DimontHTS,0.773
2466,ExplaiNN,0.951
2467,Dimont,0.934
2468,ChIPMunk,0.899
2469,ProBound,0.859
2470,MEME,0.932
2471,Autoseed,0.745
2472,Homer,0.926
2473,STREME,0.926
2474,DimontHTS,0.785
2475,ExplaiNN,0.935
2476,Dimont,0.899
2477,ChIPMunk,0.942
2478,ProBound,0.852
2479,MEME,0.898
2480,Autoseed,0.779
2481,Homer,0.889
2482,STREME,0.894
2483,DimontHTS,0.866
2484,ExplaiNN,0.907
2485,Dimont,0.945
2486,ChIPMunk,0.95
2487,ProBound,0.779
2488,MEME,0.945
2489,Autoseed,0.758
2490,Homer,0.936
2491,STREME,0.939
2492,DimontHTS,0.864
2493,ExplaiNN,0.922
2494,Dimont,0.957
2495,ChIPMunk,0.737
2496,ProBound,0.834
2497,MEME,0.956
2498,Autoseed,0.839
2499,Homer,0.95
2500,STREME,0.944
2501,DimontHTS,0.879
2502,ExplaiNN,0.952
2503,Dimont,0.806
2504,ChIPMunk,0.765
2505,ProBound,0.839
2506,MEME,0.711
2507,Autoseed,0.841
2508,Homer,0.8
2509,STREME,0.779
2510,DimontHTS,0.878
2511,ExplaiNN,0.764
2512,Dimont,0.835
2513,ChIPMunk,0.982
2514,ProBound,0.736
2515,MEME,0.733
2516,Autoseed,0.802
2517,Homer,0.782
2518,STREME,0.761
2519,DimontHTS,0.91
2520,ExplaiNN,0.738
2521,Dimont,0.988
2522,ChIPMunk,0.758
2523,ProBound,0.742
2524,MEME,0.983
2525,Autoseed,0.819
2526,Homer,0.981
2527,STREME,0.987
2528,DimontHTS,0.77
2529,ExplaiNN,0.986
2530,Dimont,0.789
2531,ChIPMunk,0.828
2532,ProBound,0.793
2533,MEME,0.727
2534,Autoseed,0.864
2535,Homer,0.784
2536,STREME,0.742
2537,DimontHTS,0.66
2538,ExplaiNN,0.76
2539,Dimont,0.852
2540,ChIPMunk,0.626
2541,ProBound,0.77
2542,MEME,0.813
2543,Autoseed,0.813
2544,Homer,0.827
2545,STREME,0.79
2546,DimontHTS,0.537
2547,ExplaiNN,0.781
2548,Dimont,0.693
2549,ChIPMunk,0.734
2550,ProBound,0.819
2551,MEME,0.664
2552,Autoseed,0.819
2553,Homer,0.677
2554,STREME,0.676
2555,DimontHTS,0.539
2556,ExplaiNN,0.662
2557,Dimont,0.814
2558,ChIPMunk,0.709
2559,ProBound,0.818
2560,MEME,0.76
2561,Autoseed,0.826
2562,Homer,0.811
2563,STREME,0.798
2564,DimontHTS,0.588
2565,ExplaiNN,0.782
2566,Dimont,0.785
2567,ChIPMunk,0.862
2568,ProBound,0.785
2569,MEME,0.736
2570,Autoseed,0.832
2571,Homer,0.774
2572,STREME,0.772
2573,DimontHTS,0.936
2574,ExplaiNN,0.761
2575,Dimont,0.899
2576,ChIPMunk,0.857
2577,ProBound,0.782
2578,MEME,0.846
2579,Autoseed,0.883
2580,Homer,0.838
2581,STREME,0.825
2582,DimontHTS,0.911
2583,ExplaiNN,0.854
2584,Dimont,0.896
2585,ChIPMunk,0.759
2586,ProBound,0.52
2587,MEME,0.844
2588,Autoseed,0.91
2589,Homer,0.822
2590,STREME,0.801
2591,DimontHTS,0.668
2592,ExplaiNN,0.854
2593,Dimont,0.916
2594,ChIPMunk,0.796
2595,ProBound,0.8
2596,MEME,0.819
2597,Autoseed,0.351
2598,Homer,0.79
2599,STREME,0.829
2600,DimontHTS,0.899
2601,ExplaiNN,0.856
2602,Dimont,0.942
2603,ChIPMunk,0.906
2604,ProBound,0.781
2605,MEME,0.857
2606,Autoseed,0.944
2607,Homer,0.831
2608,STREME,0.866
2609,DimontHTS,0.934
2610,ExplaiNN,0.874
2611,Dimont,0.917
2612,ChIPMunk,0.75
2613,ProBound,0.92
2614,MEME,0.864
2615,Autoseed,0.724
2616,Homer,0.877
2617,STREME,0.892
2618,DimontHTS,0.63
2619,ExplaiNN,0.862
2620,Dimont,0.83
2621,ChIPMunk,0.749
2622,ProBound,0.915
2623,MEME,0.734
2624,Autoseed,0.567
2625,Homer,0.703
2626,STREME,0.737
2627,DimontHTS,0.828
2628,ExplaiNN,0.71
2629,Dimont,0.826
2630,ChIPMunk,0.836
2631,ProBound,0.889
2632,MEME,0.756
2633,Autoseed,0.808
2634,Homer,0.716
2635,STREME,0.76
2636,DimontHTS,0.917
2637,ExplaiNN,0.717
2638,Dimont,0.899
2639,ChIPMunk,0.693
2640,ProBound,0.919
2641,MEME,0.831
2642,Autoseed,0.775
2643,Homer,0.829
2644,STREME,0.829
2645,DimontHTS,0.932
2646,ExplaiNN,0.799
2647,Dimont,0.78
2648,ChIPMunk,0.916
2649,ProBound,0.679
2650,MEME,0.637
2651,Autoseed,0.935
2652,Homer,0.638
2653,STREME,0.608
2654,DimontHTS,0.919
2655,ExplaiNN,0.678
2656,Dimont,0.929
2657,ChIPMunk,0.921
2658,ProBound,0.696
2659,MEME,0.886
2660,Autoseed,0.909
2661,Homer,0.909
2662,STREME,0.882
2663,DimontHTS,0.942
2664,ExplaiNN,0.87
2665,Dimont,0.937
2666,ChIPMunk,0.922
2667,ProBound,0.654
2668,MEME,0.889
2669,Autoseed,0.672
2670,Homer,0.914
2671,STREME,0.886
2672,DimontHTS,0.987
2673,ExplaiNN,0.87
2674,Dimont,0.943
2675,ChIPMunk,0.922
2676,ProBound,0.564
2677,MEME,0.891
2678,Autoseed,0.986
2679,Homer,0.88
2680,STREME,0.896
2681,DimontHTS,0.669
2682,ExplaiNN,0.921
2683,Dimont,0.944
2684,ChIPMunk,0.845
2685,ProBound,0.615
2686,MEME,0.9
2687,Autoseed,0.908
2688,Homer,0.891
2689,STREME,0.896
2690,DimontHTS,0.682
2691,ExplaiNN,0.928
2692,Dimont,0.864
2693,ChIPMunk,0.859
2694,ProBound,0.628
2695,MEME,0.839
2696,Autoseed,0.68
2697,Homer,0.843
2698,STREME,0.839
2699,DimontHTS,0.522
2700,ExplaiNN,0.812
2701,Dimont,0.877
2702,ChIPMunk,0.726
2703,ProBound,0.934
2704,MEME,0.861
2705,Autoseed,0.899
2706,Homer,0.862
2707,STREME,0.859
2708,DimontHTS,0.529
2709,ExplaiNN,0.83
2710,Dimont,0.8
2711,ChIPMunk,0.685
2712,ProBound,0.908
2713,MEME,0.766
2714,Autoseed,0.941
2715,Homer,0.79
2716,STREME,0.716
2717,DimontHTS,0.539
2718,ExplaiNN,0.739
2719,Dimont,0.715
2720,ChIPMunk,0.922
2721,ProBound,0.698
2722,MEME,0.699
2723,Autoseed,0.924
2724,Homer,0.696
2725,STREME,0.688
2726,DimontHTS,0.845
2727,ExplaiNN,0.659
2728,Dimont,0.942
2729,ChIPMunk,0.913
2730,ProBound,0.955
2731,MEME,0.912
2732,Autoseed,0.924
2733,Homer,0.928
2734,STREME,0.902
2735,DimontHTS,0.877
2736,ExplaiNN,0.907
2737,Dimont,0.938
2738,ChIPMunk,0.916
2739,ProBound,0.934
2740,MEME,0.9
2741,Autoseed,0.946
2742,Homer,0.916
2743,STREME,0.892
2744,DimontHTS,0.838
2745,ExplaiNN,0.898
2746,Dimont,0.931
2747,ChIPMunk,0.941
2748,ProBound,0.718
2749,MEME,0.927
2750,Autoseed,0.992
2751,Homer,0.908
2752,STREME,0.93
2753,DimontHTS,0.67
2754,ExplaiNN,0.898
2755,Dimont,0.949
2756,ChIPMunk,0.834
2757,ProBound,0.827
2758,MEME,0.946
2759,Autoseed,0.818
2760,Homer,0.933
2761,STREME,0.949
2762,DimontHTS,0.946
2763,ExplaiNN,0.934
2764,Dimont,0.875
2765,ChIPMunk,0.735
2766,ProBound,0.929
2767,MEME,0.851
2768,Autoseed,0.753
2769,Homer,0.854
2770,STREME,0.825
2771,DimontHTS,0.959
2772,ExplaiNN,0.809
2773,Dimont,0.787
2774,ChIPMunk,0.731
2775,ProBound,0.932
2776,MEME,0.75
2777,Autoseed,0.935
2778,Homer,0.753
2779,STREME,0.74
2780,DimontHTS,0.607
2781,ExplaiNN,0.715
2782,Dimont,0.798
2783,ChIPMunk,0.792
2784,ProBound,0.922
2785,MEME,0.754
2786,Autoseed,0.93
2787,Homer,0.755
2788,STREME,0.739
2789,DimontHTS,0.775
2790,ExplaiNN,0.709
2791,Dimont,0.795
2792,ChIPMunk,0.759
2793,ProBound,0.959
2794,MEME,0.777
2795,Autoseed,0.587
2796,Homer,0.795
2797,STREME,0.791
2798,DimontHTS,0.834
2799,ExplaiNN,0.764
2800,Dimont,0.774
2801,ChIPMunk,0.847
2802,ProBound,0.99
2803,MEME,0.748
2804,Autoseed,0.902
2805,Homer,0.771
2806,STREME,0.764
2807,DimontHTS,0.761
2808,ExplaiNN,0.743
2809,Dimont,0.885
2810,ChIPMunk,0.84
2811,ProBound,0.701
2812,MEME,0.805
2813,Autoseed,0.881
2814,Homer,0.849
2815,STREME,0.805
2816,DimontHTS,0.818
2817,ExplaiNN,0.847
2818,Dimont,0.876
2819,ChIPMunk,0.852
2820,ProBound,0.861
2821,MEME,0.796
2822,Autoseed,0.884
2823,Homer,0.844
2824,STREME,0.797
2825,DimontHTS,0.786
2826,ExplaiNN,0.84
2827,Dimont,0.902
2828,ChIPMunk,0.854
2829,ProBound,0.743
2830,MEME,0.834
2831,Autoseed,0.768
2832,Homer,0.838
2833,STREME,0.83
2834,DimontHTS,0.787
2835,ExplaiNN,0.789
2836,Dimont,0.9
2837,ChIPMunk,0.745
2838,ProBound,0.663
2839,MEME,0.848
2840,Autoseed,0.94
2841,Homer,0.84
2842,STREME,0.832
2843,DimontHTS,0.772
2844,ExplaiNN,0.786
2845,Dimont,0.835
2846,ChIPMunk,0.767
2847,ProBound,0.647
2848,MEME,0.779
2849,Autoseed,0.957
2850,Homer,0.806
2851,STREME,0.794
2852,DimontHTS,0.663
2853,ExplaiNN,0.699
2854,Dimont,0.85
2855,ChIPMunk,0.918
2856,ProBound,0.551
2857,MEME,0.798
2858,Autoseed,0.785
2859,Homer,0.825
2860,STREME,0.817
2861,DimontHTS,0.661
2862,ExplaiNN,0.727
2863,Dimont,0.924
2864,ChIPMunk,0.936
2865,ProBound,0.803
2866,MEME,0.927
2867,Autoseed,0.837
2868,Homer,0.923
2869,STREME,0.922
2870,DimontHTS,0.927
2871,ExplaiNN,0.822
2872,Dimont,0.938
2873,ChIPMunk,0.946
2874,ProBound,0.828
2875,MEME,0.938
2876,Autoseed,0.941
2877,Homer,0.932
2878,STREME,0.94
2879,DimontHTS,0.829
2880,ExplaiNN,0.838
2881,Dimont,0.969
2882,ChIPMunk,0.984
2883,ProBound,0.88
2884,MEME,0.942
2885,Autoseed,0.797
2886,Homer,0.886
2887,STREME,0.946
2888,DimontHTS,0.908
2889,ExplaiNN,0.909
2890,Dimont,0.995
2891,ChIPMunk,0.803
2892,ProBound,0.678
2893,MEME,0.94
2894,Autoseed,0.838
2895,Homer,0.965
2896,STREME,0.97
2897,DimontHTS,0.914
2898,ExplaiNN,0.978
2899,Dimont,0.829
2900,ChIPMunk,0.812
2901,ProBound,0.945
2902,MEME,0.771
2903,Autoseed,0.797
2904,Homer,0.807
2905,STREME,0.805
2906,DimontHTS,0.652
2907,ExplaiNN,0.792
2908,Dimont,0.822
2909,ChIPMunk,0.821
2910,ProBound,0.956
2911,MEME,0.787
2912,Autoseed,0.799
2913,Homer,0.808
2914,STREME,0.81
2915,DimontHTS,0.611
2916,ExplaiNN,0.79
2917,Dimont,0.912
2918,ChIPMunk,0.825
2919,ProBound,0.856
2920,MEME,0.862
2921,Autoseed,0.763
2922,Homer,0.899
2923,STREME,0.807
2924,DimontHTS,0.596
2925,ExplaiNN,0.786
2926,Dimont,0.909
2927,ChIPMunk,0.864
2928,ProBound,0.899
2929,MEME,0.869
2930,Autoseed,0.719
2931,Homer,0.884
2932,STREME,0.812
2933,DimontHTS,0.671
2934,ExplaiNN,0.798
2935,Dimont,0.871
2936,ChIPMunk,0.877
2937,ProBound,0.94
2938,MEME,0.894
2939,Autoseed,0.715
2940,Homer,0.883
2941,STREME,0.844
2942,DimontHTS,0.643
2943,ExplaiNN,0.85
2944,Dimont,0.903
2945,ChIPMunk,0.683
2946,ProBound,0.552
2947,MEME,0.911
2948,Autoseed,0.953
2949,Homer,0.882
2950,STREME,0.885
2951,DimontHTS,0.786
2952,ExplaiNN,0.898
2953,Dimont,0.726
2954,ChIPMunk,0.95
2955,ProBound,0.768
2956,MEME,0.709
2957,Autoseed,0.88
2958,Homer,0.713
2959,STREME,0.719
2960,DimontHTS,0.946
2961,ExplaiNN,0.682
2962,Dimont,0.936
2963,ChIPMunk,0.746
2964,ProBound,0.787
2965,MEME,0.935
2966,Autoseed,0.907
2967,Homer,0.935
2968,STREME,0.951
2969,DimontHTS,0.899
2970,ExplaiNN,0.921
2971,Dimont,0.769
2972,ChIPMunk,0.625
2973,ProBound,0.821
2974,MEME,0.717
2975,Autoseed,0.907
2976,Homer,0.743
2977,STREME,0.727
2978,DimontHTS,0.779
2979,ExplaiNN,0.689
2980,Dimont,0.62
2981,ChIPMunk,0.898
2982,ProBound,0.791
2983,MEME,0.639
2984,Autoseed,0.699
2985,Homer,0.642
2986,STREME,0.629
2987,DimontHTS,0.802
2988,ExplaiNN,0.582
2989,Dimont,0.913
2990,ChIPMunk,0.862
2991,ProBound,0.794
2992,MEME,0.655
2993,Autoseed,0.678
2994,Homer,0.875
2995,STREME,0.921
2996,DimontHTS,0.618
2997,ExplaiNN,0.973
2998,Dimont,0.877
2999,ChIPMunk,0.922
3000,ProBound,0.765
3001,MEME,0.597
3002,Autoseed,0.66
3003,Homer,0.81
3004,STREME,0.878
3005,DimontHTS,0.963
3006,ExplaiNN,0.938
3007,Dimont,0.949
3008,ChIPMunk,0.935
3009,ProBound,0.672
3010,MEME,0.895
3011,Autoseed,0.938
3012,Homer,0.914
3013,STREME,0.901
3014,DimontHTS,0.798
3015,ExplaiNN,0.821
3016,Dimont,0.942
3017,ChIPMunk,0.906
3018,ProBound,0.636
3019,MEME,0.943
3020,Autoseed,0.876
3021,Homer,0.939
3022,STREME,0.943
3023,DimontHTS,0.8
3024,ExplaiNN,0.923
3025,Dimont,0.919
3026,ChIPMunk,0.668
3027,ProBound,0.908
3028,MEME,0.916
3029,Autoseed,0.847
3030,Homer,0.912
3031,STREME,0.919
3032,DimontHTS,0.847
3033,ExplaiNN,0.896
3034,Dimont,0.686
3035,ChIPMunk,0.985
3036,ProBound,0.767
3037,MEME,0.664
3038,Autoseed,0.902
3039,Homer,0.66
3040,STREME,0.651
3041,DimontHTS,0.81
3042,ExplaiNN,0.649
3043,Dimont,0.99
3044,ChIPMunk,0.927
3045,ProBound,0.914
3046,MEME,0.984
3047,Autoseed,0.868
3048,Homer,0.99
3049,STREME,0.984
3050,DimontHTS,0.886
3051,ExplaiNN,0.979
3052,Dimont,0.937
3053,ChIPMunk,0.705
3054,ProBound,0.915
3055,MEME,0.911
3056,Autoseed,0.655
3057,Homer,0.925
3058,STREME,0.9
3059,DimontHTS,0.794
3060,ExplaiNN,0.898
3061,Dimont,0.681
3062,ChIPMunk,0.915
3063,ProBound,0.674
3064,MEME,0.713
3065,Autoseed,0.653
3066,Homer,0.7
3067,STREME,0.73
3068,DimontHTS,0.722
3069,ExplaiNN,0.613
3070,Dimont,0.886
3071,ChIPMunk,0.944
3072,ProBound,0.708
3073,MEME,0.916
3074,Autoseed,0.583
3075,Homer,0.896
3076,STREME,0.911
3077,DimontHTS,0.725
3078,ExplaiNN,0.711
3079,Dimont,0.94
3080,ChIPMunk,0.926
3081,ProBound,0.705
3082,MEME,0.94
3083,Autoseed,0.973
3084,Homer,0.934
3085,STREME,0.933
3086,DimontHTS,0.77
3087,ExplaiNN,0.779
3088,Dimont,0.927
3089,ChIPMunk,0.925
3090,ProBound,0.828
3091,MEME,0.922
3092,Autoseed,0.808
3093,Homer,0.912
3094,STREME,0.92
3095,DimontHTS,0.669
3096,ExplaiNN,0.902
3097,Dimont,0.913
3098,ChIPMunk,0.881
3099,ProBound,0.761
3100,MEME,0.926
3101,Autoseed,0.808
3102,Homer,0.914
3103,STREME,0.922
3104,DimontHTS,0.845
3105,ExplaiNN,0.889
3106,Dimont,0.887
3107,ChIPMunk,0.842
3108,ProBound,0.848
3109,MEME,0.874
3110,Autoseed,0.913
3111,Homer,0.841
3112,STREME,0.866
3113,DimontHTS,0.834
3114,ExplaiNN,0.785
3115,Dimont,0.897
3116,ChIPMunk,0.946
3117,ProBound,0.843
3118,MEME,0.845
3119,Autoseed,0.746
3120,Homer,0.816
3121,STREME,0.854
3122,DimontHTS,0.77
3123,ExplaiNN,0.774
3124,Dimont,0.965
3125,ChIPMunk,0.992
3126,ProBound,0.812
3127,MEME,0.956
3128,Autoseed,0.722
3129,Homer,0.956
3130,STREME,0.941
3131,DimontHTS,0.745
3132,ExplaiNN,0.947
3133,Dimont,0.994
3134,ChIPMunk,0.706
3135,ProBound,0.843
3136,MEME,0.992
3137,Autoseed,0.723
3138,Homer,0.993
3139,STREME,0.992
3140,DimontHTS,0.78
3141,ExplaiNN,0.993
3142,Dimont,0.755
3143,ChIPMunk,0.79
3144,ProBound,0.865
3145,MEME,0.705
3146,Autoseed,0.942
3147,Homer,0.713
3148,STREME,0.71
3149,DimontHTS,0.794
3150,ExplaiNN,0.647
3151,Dimont,0.849
3152,ChIPMunk,0.916
3153,ProBound,0.721
3154,MEME,0.672
3155,Autoseed,0.827
3156,Homer,0.706
3157,STREME,0.641
3158,DimontHTS,0.643
3159,ExplaiNN,0.751
3160,Dimont,0.955
3161,ChIPMunk,0.698
3162,ProBound,0.775
3163,MEME,0.893
3164,Autoseed,0.942
3165,Homer,0.875
3166,STREME,0.87
3167,DimontHTS,0.823
3168,ExplaiNN,0.886
3169,Dimont,0.814
3170,ChIPMunk,0.917
3171,ProBound,0.778
3172,MEME,0.748
3173,Autoseed,0.927
3174,Homer,0.635
3175,STREME,0.755
3176,DimontHTS,0.808
3177,ExplaiNN,0.598
3178,Dimont,0.963
3179,ChIPMunk,0.906
3180,ProBound,0.971
3181,MEME,0.926
3182,Autoseed,0.816
3183,Homer,0.893
3184,STREME,0.907
3185,DimontHTS,0.813
3186,ExplaiNN,0.82
3187,Dimont,0.963
3188,ChIPMunk,0.613
3189,ProBound,0.964
3190,MEME,0.922
3191,Autoseed,0.783
3192,Homer,0.885
3193,STREME,0.897
3194,DimontHTS,0.815
3195,ExplaiNN,0.807
3196,Dimont,0.583
3197,ChIPMunk,0.899
3198,ProBound,0.933
3199,MEME,0.63
3200,Autoseed,0.875
3201,Homer,0.615
3202,STREME,0.604
3203,DimontHTS,0.786
3204,ExplaiNN,0.516
3205,Dimont,0.949
3206,ChIPMunk,0.876
3207,ProBound,0.776
3208,MEME,0.889
3209,Autoseed,0.915
3210,Homer,0.885
3211,STREME,0.87
3212,DimontHTS,0.796
3213,ExplaiNN,0.833
3214,Dimont,0.929
3215,ChIPMunk,0.652
3216,ProBound,0.779
3217,MEME,0.827
3218,Autoseed,0.928
3219,Homer,0.84
3220,STREME,0.882
3221,DimontHTS,0.789
3222,ExplaiNN,0.841
3223,Dimont,0.795
3224,ChIPMunk,0.662
3225,ProBound,0.901
3226,MEME,0.695
3227,Autoseed,0.806
3228,Homer,0.75
3229,STREME,0.738
3230,DimontHTS,0.795
3231,ExplaiNN,0.686
3232,Dimont,0.75
3233,ChIPMunk,0.95
3234,ProBound,0.875
3235,MEME,0.634
3236,Autoseed,0.804
3237,Homer,0.689
3238,STREME,0.698
3239,DimontHTS,0.804
3240,ExplaiNN,0.68
3241,Dimont,0.958
3242,ChIPMunk,0.698
3243,ProBound,0.864
3244,MEME,0.923
3245,Autoseed,0.875
3246,Homer,0.92
3247,STREME,0.901
3248,DimontHTS,0.721
3249,ExplaiNN,0.894
3250,Dimont,0.698
3251,ChIPMunk,0.945
3252,ProBound,0.75
3253,MEME,0.744
3254,Autoseed,0.877
3255,Homer,0.731
3256,STREME,0.725
3257,DimontHTS,0.75
3258,ExplaiNN,0.571
3259,Dimont,0.961
3260,ChIPMunk,0.954
3261,ProBound,0.715
3262,MEME,0.94
3263,Autoseed,0.789
3264,Homer,0.944
3265,STREME,0.94
3266,ExplaiNN,0.93
3267,Dimont,0.972
3268,ChIPMunk,0.926
3269,ProBound,0.718
3270,MEME,0.949
3271,Autoseed,0.782
3272,Homer,0.96
3273,STREME,0.956
3274,ExplaiNN,0.945
3275,Dimont,0.936
3276,ChIPMunk,0.939
3277,ProBound,0.931
3278,MEME,0.9
3279,Autoseed,0.772
3280,Homer,0.898
3281,STREME,0.895
3282,ExplaiNN,0.933
3283,Dimont,0.96
3284,ChIPMunk,0.936
3285,ProBound,0.814
3286,MEME,0.928
3287,Autoseed,0.798
3288,Homer,0.926
3289,STREME,0.927
3290,ExplaiNN,0.769
3291,Dimont,0.956
3292,ChIPMunk,0.719
3293,ProBound,0.946
3294,MEME,0.939
3295,Autoseed,0.817
3296,Homer,0.917
3297,STREME,0.939
3298,ExplaiNN,0.807
3299,Dimont,0.747
3300,ChIPMunk,0.56
3301,ProBound,0.931
3302,MEME,0.692
3303,Autoseed,0.79
3304,Homer,0.701
3305,STREME,0.698
3306,ExplaiNN,0.703
3307,Dimont,0.821
3308,ChIPMunk,0.845
3309,ProBound,0.805
3310,MEME,0.508
3311,Autoseed,0.768
3312,Homer,0.613
3313,STREME,0.442
3314,ExplaiNN,0.537
3315,Dimont,0.865
3316,ChIPMunk,0.881
3317,ProBound,0.781
3318,MEME,0.84
3319,Homer,0.832
3320,STREME,0.822
3321,ExplaiNN,0.754
3322,Dimont,0.887
3323,ChIPMunk,0.85
3324,ProBound,0.853
3325,MEME,0.872
3326,Homer,0.87
3327,STREME,0.862
3328,ExplaiNN,0.801
3329,Dimont,0.856
3330,ChIPMunk,0.869
3331,ProBound,0.883
3332,MEME,0.838
3333,Homer,0.833
3334,STREME,0.818
3335,ExplaiNN,0.773
3336,Dimont,0.87
3337,ChIPMunk,0.744
3338,ProBound,0.803
3339,MEME,0.849
3340,Homer,0.843
3341,STREME,0.828
3342,ExplaiNN,0.782
3343,Dimont,0.805
3344,ChIPMunk,0.984
3345,ProBound,0.787
3346,MEME,0.735
3347,Homer,0.764
3348,STREME,0.76
3349,ExplaiNN,0.702
3350,Dimont,0.984
3351,ChIPMunk,0.981
3352,ProBound,0.846
3353,MEME,0.978
3354,Homer,0.963
3355,STREME,0.977
3356,ExplaiNN,0.982
3357,Dimont,0.984
3358,ChIPMunk,0.82
3359,ProBound,0.849
3360,MEME,0.978
3361,Homer,0.968
3362,STREME,0.977
3363,ExplaiNN,0.979
3364,Dimont,0.821
3365,ChIPMunk,0.764
3366,ProBound,0.787
3367,MEME,0.823
3368,Homer,0.797
3369,STREME,0.823
3370,ExplaiNN,0.659
3371,Dimont,0.784
3372,ChIPMunk,0.953
3373,ProBound,0.79
3374,MEME,0.777
3375,Homer,0.76
3376,STREME,0.77
3377,ExplaiNN,0.617
3378,Dimont,0.961
3379,ChIPMunk,0.877
3380,ProBound,0.783
3381,MEME,0.94
3382,Homer,0.941
3383,STREME,0.943
3384,ExplaiNN,0.903
3385,Dimont,0.874
3386,ChIPMunk,0.908
3387,ProBound,0.789
3388,MEME,0.868
3389,Homer,0.861
3390,STREME,0.864
3391,ExplaiNN,0.783
3392,Dimont,0.915
3393,ChIPMunk,0.911
3394,ProBound,0.781
3395,MEME,0.913
3396,Homer,0.916
3397,STREME,0.915
3398,ExplaiNN,0.892
3399,Dimont,0.919
3400,ChIPMunk,0.629
3401,ProBound,0.819
3402,MEME,0.911
3403,Homer,0.914
3404,STREME,0.908
3405,ExplaiNN,0.883
3406,Dimont,0.689
3407,ChIPMunk,0.727
3408,ProBound,0.792
3409,MEME,0.677
3410,Homer,0.717
3411,STREME,0.654
3412,ExplaiNN,0.714
3413,Dimont,0.8
3414,ChIPMunk,0.735
3415,MEME,0.71
3416,Homer,0.709
3417,STREME,0.701
3418,ExplaiNN,0.689
3419,Dimont,0.766
3420,ChIPMunk,0.796
3421,MEME,0.705
3422,Homer,0.685
3423,STREME,0.718
3424,ExplaiNN,0.688
3425,Dimont,0.526
3426,ChIPMunk,0.968
3427,MEME,0.732
3428,Homer,0.755
3429,STREME,0.75
3430,ExplaiNN,0.623
3431,Dimont,0.973
3432,ChIPMunk,0.9
3433,MEME,0.937
3434,Homer,0.953
3435,STREME,0.941
3436,ExplaiNN,0.951
3437,Dimont,0.921
3438,ChIPMunk,0.874
3439,MEME,0.875
3440,Homer,0.864
3441,STREME,0.878
3442,ExplaiNN,0.886
3443,Dimont,0.909
3444,ChIPMunk,0.95
3445,MEME,0.855
3446,Homer,0.855
3447,STREME,0.837
3448,ExplaiNN,0.794
3449,Dimont,0.951
3450,ChIPMunk,0.928
3451,MEME,0.929
3452,Homer,0.95
3453,STREME,0.938
3454,ExplaiNN,0.921
3455,Dimont,0.902
